?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZP_0013311>	"Abnormal(ly) physical object quality (of) Kupffer's vesicle of ciliary basal body."	
<http://purl.obolibrary.org/obo/ZP_0103882>	"Abnormal(ly) size (of) ethmoid cartilage."	
<http://purl.obolibrary.org/obo/ZP_0128929>		
<http://purl.obolibrary.org/obo/CHEBI_136248>	"A 3-<em>sn</em>-phosphatidyl-<small>L</small>-serine in which the two acyl groups contain a total of 34 carbon atoms and 2 double bonds."	
<http://purl.obolibrary.org/obo/ZP_0146839>	"Delayed intramembranous ossification in branchiostegal ray."	
<http://purl.obolibrary.org/obo/ZP_0011545>	"Abnormal(ly) shape (of) posterior lateral mesoderm of cell."	
<http://purl.obolibrary.org/obo/ZP_0008227>	"Any structural anomaly that causes slow muscle cell to be undulate shaped."	
<http://purl.obolibrary.org/obo/ZP_0015949>	"Abnormal(ly) decreased branchiness (of) melanocyte."	
<http://purl.obolibrary.org/obo/ZP_0130013>		
<http://purl.obolibrary.org/obo/ZP_0022832>		
<http://purl.obolibrary.org/obo/ZP_0003067>	"Abnormality of skeletal muscle."	
<http://purl.obolibrary.org/obo/ZP_0001640>	"Abnormal(ly) structure (of) notochord of cell."	
<http://purl.obolibrary.org/obo/ZP_0149662>	"Abnormal(ly) decreased process quality (of) statoacoustic (VIII) ganglion of neuron development."	
<http://purl.obolibrary.org/obo/ZP_0004586>	"Abnormal(ly) sparse (of) muscle cell."	
<http://purl.obolibrary.org/obo/ZFA_0007095>		
<http://purl.obolibrary.org/obo/ZP_0100144>	"Abnormal(ly) normal amount (of) amacrine cell."	
<http://purl.obolibrary.org/obo/ZFA_0005533>		
<http://purl.obolibrary.org/obo/ZP_0001393>	"The presence of an increased number of posterior lateral line neuromast."	
<http://purl.obolibrary.org/obo/ZP_0129027>		
<http://purl.obolibrary.org/obo/ZP_0105713>	"Abnormal(ly) mislocalised (of) posterior lateral line primordium of central region."	
<http://purl.obolibrary.org/obo/ZP_0145581>	"The presence of a reduced number of neuron in the periventricular grey zone."	
<http://purl.obolibrary.org/obo/GO_2000412>		
<http://purl.obolibrary.org/obo/ZP_0014768>	"Abnormal(ly) deformed (of) preural vertebra."	
<http://purl.obolibrary.org/obo/ZP_0009122>	"Abnormal(ly) variant shape (of) macrophage of vesicle."	
<http://purl.obolibrary.org/obo/ZP_0108778>	"Abnormal(ly) quality (of) dorsolateral field."	
<http://purl.obolibrary.org/obo/ZP_0017181>	"Abnormal(ly) poorly differentiated (of) pancreas primordium."	
<http://purl.obolibrary.org/obo/ZP_0108965>	"Abnormality of CiA."	
<http://purl.obolibrary.org/obo/ZP_0144021>	"decreased neutrophil migration."	
<http://purl.obolibrary.org/obo/ZP_0130014>		
<http://purl.obolibrary.org/obo/ZP_0022833>		
<http://purl.obolibrary.org/obo/ZP_0151365>	"Abnormal(ly) increased amount (of) blood plasma of homocysteine."	
<http://purl.obolibrary.org/obo/CHEBI_46721>		
<http://purl.obolibrary.org/obo/ZP_0155646>	"Abnormal(ly) morphology (of) replacement tooth 2V."	
<http://purl.obolibrary.org/obo/ZFA_0007096>		
<http://purl.obolibrary.org/obo/ZP_0008516>	"Abnormal(ly) has extra parts of type (of) lens epithelium (epithelial cell)."	
<http://purl.obolibrary.org/obo/ZP_0012121>	"Abnormal(ly) spotted (of) caudal fin of melanophore stripe."	
<http://purl.obolibrary.org/obo/ZP_0015201>	"Abnormal(ly) displaced (of) cranial nerve of neuron projection."	
<http://purl.obolibrary.org/obo/ZP_0014360>	"Abnormal(ly) maturity (of) retinal ganglion cell layer."	
<http://purl.obolibrary.org/obo/ZP_0147201>	"An abnormally apoptotic retinal cone cell."	
<http://purl.obolibrary.org/obo/ZFA_0005532>		
<http://purl.obolibrary.org/obo/ZP_0107478>	"Abnormality of intestinal lymphatic network."	
<http://purl.obolibrary.org/obo/ZP_0100778>	"Abnormal(ly) increased accumulation (of) caudal vein (blood vessel endothelium of macrophage)."	
<http://purl.obolibrary.org/obo/ZP_0129026>		
<http://purl.obolibrary.org/obo/CHEBI_17115>	"The <small>L</small>-enantiomer of serine."	
<http://purl.obolibrary.org/obo/ZP_0006918>	"Abnormal(ly) structure (of) pronephros of anterior region."	
<http://purl.obolibrary.org/obo/ZP_0003994>	"Abnormal(ly) structure (of) whole organism."	
<http://purl.obolibrary.org/obo/ZP_0154000>	"Abnormal(ly) normal width (of) Meckel's cartilage-palatoquadrate cartilage joint."	
<http://purl.obolibrary.org/obo/ZP_0128927>		
<http://purl.obolibrary.org/obo/ZP_0107919>	"Abnormality of vagal neural crest."	
<http://purl.obolibrary.org/obo/ZP_0004231>	"Small, underdeveloped cranial cartilage."	
<http://purl.obolibrary.org/obo/ZP_0007575>	"Inability or failure of skeletal muscle to perform its regular function or functions."	
<http://purl.obolibrary.org/obo/ZP_0130015>		
<http://purl.obolibrary.org/obo/ZP_0147840>	"Abnormal(ly) decreased amount (of) DEL of cytoplasm."	
<http://purl.obolibrary.org/obo/ZP_0006591>	"Abnormal(ly) decreased rate (of) epiboly involved in gastrulation with mouth forming second."	
<http://purl.obolibrary.org/obo/ZP_0009246>	"Abnormal spatial pattern of prolactin secreting cell."	
<http://purl.obolibrary.org/obo/ZP_0143417>	"Abnormal(ly) disrupted (of) retinal cone cell of retinal cone cell differentiation."	
<http://purl.obolibrary.org/obo/ZP_0107892>	"Abnormal(ly) quality (of) multi fate stem cell."	
<http://purl.obolibrary.org/obo/ZFA_0007097>		
<http://purl.obolibrary.org/obo/ZP_0000134>	"Disorganization of cranial cartilage."	
<http://purl.obolibrary.org/obo/ZP_0010264>	"An increase in the thickness of the corneal epithelium."	
<http://purl.obolibrary.org/obo/GO_0035779>		
<http://purl.obolibrary.org/obo/ZP_0129029>		
<http://purl.obolibrary.org/obo/ZP_0021490>	"A decreased occurrence of macrophage chemotaxis in brain."	
<http://purl.obolibrary.org/obo/ZP_0107552>	"Abnormality of natural killer cell."	
<http://purl.obolibrary.org/obo/ZFA_0005535>		
<http://purl.obolibrary.org/obo/CHEBI_78017>	"A propellant that is used to expel foods from an aerosol container."	
<http://purl.obolibrary.org/obo/ZP_0101600>	"Abnormal(ly) increased accumulation (of) epicardium of cell (heart vasculature of anatomical region)."	
<http://purl.obolibrary.org/obo/ZP_0104010>	"Abnormal(ly) morphology (of) retinal rod cell of nucleus."	
<http://purl.obolibrary.org/obo/GO_0090402>		
<http://purl.obolibrary.org/obo/CHEBI_17815>		
<http://purl.obolibrary.org/obo/ZP_0128928>		
<http://purl.obolibrary.org/obo/ZP_0130016>		
<http://purl.obolibrary.org/obo/ZP_0002114>	"Abnormal endoderm development."	
<http://purl.obolibrary.org/obo/ZP_0102063>	"Abnormal(ly) decreased occurrence (of) thromboblast of cell population proliferation."	
<http://purl.obolibrary.org/obo/ZP_0155487>	"Abnormal(ly) fused with (of) dorsal fin of radial (dorsal fin of radial)."	
<http://purl.obolibrary.org/obo/ZP_0149644>	"Abnormal(ly) decreased amount (of) dorsal aorta of intersegmental vessel."	
<http://purl.obolibrary.org/obo/ZFA_0007098>		
<http://purl.obolibrary.org/obo/ZP_0005496>	"Abnormal(ly) non-contractile (of) atrium."	
<http://purl.obolibrary.org/obo/CHEBI_53231>	"A polymer composed of repeating ethylamine units."	
<http://purl.obolibrary.org/obo/ZP_0016330>	"Abnormal(ly) poorly differentiated (of) vagal ganglion 1."	
<http://purl.obolibrary.org/obo/ZP_0021028>	"The presence of an increased number of endothelial cell in the endocardium."	
<http://purl.obolibrary.org/obo/ZP_0145089>	"Abnormal(ly) decreased rate of occurrence (of) vestibulospinal neuron of neuronal action potential."	
<http://purl.obolibrary.org/obo/GO_0035778>		
<http://purl.obolibrary.org/obo/ZP_0129028>		
<http://purl.obolibrary.org/obo/ZP_0107882>	"Abnormal(ly) quality (of) peptide hormone secreting cell."	
<http://purl.obolibrary.org/obo/ZFA_0005534>		
<http://purl.obolibrary.org/obo/ZP_0002600>	"An abnormal reduction in the volume of the fourth ventricle."	
<http://purl.obolibrary.org/obo/ZP_0014773>	"Abnormal(ly) decreased process quality (of) optic tectum of cell population proliferation."	
<http://purl.obolibrary.org/obo/ZP_0149877>	"Abnormal(ly) increased process quality (of) glycol metabolic process."	
<http://purl.obolibrary.org/obo/ZP_0002716>	"An abnormally formed/malformed vertical myoseptum."	
<http://purl.obolibrary.org/obo/ZP_0146773>	"Abnormal(ly) normal amount (of) female organism of iron cation."	
<http://purl.obolibrary.org/obo/ZP_0109599>	"Abnormal(ly) quality (of) parasympathetic nervous system."	
<http://purl.obolibrary.org/obo/ZP_0007570>	"Abnormal(ly) composition (of) enterocyte of cytoplasm."	
<http://purl.obolibrary.org/obo/ZP_0144785>	"Abnormal(ly) constricted (of) intersegmental vessel."	
<http://purl.obolibrary.org/obo/ZP_0001632>	"Abnormal(ly) apoptotic (of) notochord."	
<http://purl.obolibrary.org/obo/ZP_0101936>	"Abnormal(ly) increased amount (of) diencephalon of dorsal region."	
<http://purl.obolibrary.org/obo/ZP_0138417>	"Abnormal(ly) increased occurrence (of) scale of bone development."	
<http://purl.obolibrary.org/obo/ZP_0020372>	"Abnormal(ly) accumulation (of) blood (atrium of anatomical region)."	
<http://purl.obolibrary.org/obo/ZP_0101319>	"Abnormal spatial pattern of optic stalk."	
<http://purl.obolibrary.org/obo/ZP_0005913>	"Abnormal(ly) increased thickness (of) mesencephalic vein."	
<http://purl.obolibrary.org/obo/GO_0030860>		
<http://purl.obolibrary.org/obo/ZP_0101170>	"The presence of an increased number of microglial cell in the brain."	
<http://purl.obolibrary.org/obo/ZP_0011730>	"Abnormal(ly) lacks all parts of type (of) head (vagal ganglion 2)."	
<http://purl.obolibrary.org/obo/ZP_0004269>	"Abnormal(ly) shortened (of) segmental plate."	
<http://purl.obolibrary.org/obo/ZP_0006589>	"Abnormal(ly) decreased rate (of) gastrulation."	
<http://purl.obolibrary.org/obo/ZP_0000737>	"Abnormal(ly) orientation (of) ceratohyal cartilage (ceratohyal cartilage)."	
<http://purl.obolibrary.org/obo/PATO_0000309>		
<http://purl.obolibrary.org/obo/ZFA_0000632>		
<http://purl.obolibrary.org/obo/ZP_0009627>	"Abnormal(ly) lacks all parts of type (of) brain (optic tectum)."	
<http://purl.obolibrary.org/obo/ZP_0007092>	"Abnormal(ly) absent (of) posterior lateral line nerve of compact myelin."	
<http://purl.obolibrary.org/obo/ZP_0020423>	"Any unspecified morphological anomaly of the hemal arch, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/ZP_0010914>	"Abnormal paraxial mesoderm formation."	
<http://purl.obolibrary.org/obo/GO_0071333>		
<http://purl.obolibrary.org/obo/ZP_0008702>	"Abnormal(ly) decreased amount (of) yolk of melanocyte."	
<http://purl.obolibrary.org/obo/ZP_0146166>	"Abnormal(ly) decreased amount (of) diencephalon of axis."	
<http://purl.obolibrary.org/obo/ZP_0149631>	"Abnormal(ly) accumulation (of) pharyngeal arch (neutrophil)."	
<http://purl.obolibrary.org/obo/CHEBI_71406>	"An organic cation that is the conjugate acid of (<i>R</i>)-adrenaline, obtained by protonation of the amino group; major species at pH 7.3."	
<http://purl.obolibrary.org/obo/ZP_0107984>	"Abnormality of muscle pioneer somite 4."	
<http://purl.obolibrary.org/obo/ZP_0009388>	"An increase in the size of the testis."	
<http://purl.obolibrary.org/obo/ZP_0021279>	"Abnormal(ly) accumulation (of) neutrophil (swim bladder)."	
<http://purl.obolibrary.org/obo/ZP_0140844>	"An increased occurrence of apoptotic chromosome condensation in immature gonad."	
<http://purl.obolibrary.org/obo/ZP_0013954>	"abnormal degree of pigmentation of the whole organism."	
<http://purl.obolibrary.org/obo/ZP_0100330>	"Abnormal(ly) amount (of) secondary motor neuron."	
<http://purl.obolibrary.org/obo/ZP_0011211>	"Abnormal(ly) increased length (of) mesoderm of posterior region."	
<http://purl.obolibrary.org/obo/ZP_0021897>		
<http://purl.obolibrary.org/obo/ZP_0005639>	"Abnormal(ly) absent (of) epidermis of pore complex."	
<http://purl.obolibrary.org/obo/ZP_0020243>	"Abnormal(ly) increased occurrence (of) neural tube of apoptotic process."	
<http://purl.obolibrary.org/obo/ZP_0015689>	"Abnormal(ly) increased amount (of) endocrine pancreas of glucagon secreting cell."	
<http://purl.obolibrary.org/obo/ZP_0016307>	"Any structural anomaly that causes motor neuron in the spinal cord to be increased branchiness shaped."	
<http://purl.obolibrary.org/obo/ZP_0144208>	"Abnormal(ly) morphology (of) long double cone cell of cone photoreceptor outer segment."	
<http://purl.obolibrary.org/obo/ZP_0152209>	"Abnormal(ly) normal process quality (of) artery development."	
<http://purl.obolibrary.org/obo/ZP_0103777>	"An abnormally apoptotic cell in third ventricle."	
<http://purl.obolibrary.org/obo/ZFA_0000631>		
<http://purl.obolibrary.org/obo/ZP_0020947>	"Abnormal(ly) structure (of) iridophore."	
<http://purl.obolibrary.org/obo/ZP_0012814>	"Any structural anomaly in the shape of the primordial midbrain channel."	
<http://purl.obolibrary.org/obo/ZP_0020359>	"Abnormal spatial pattern of tegmentum."	
<http://purl.obolibrary.org/obo/ZP_0006684>	"The presence of a reduced number of adrenergic neuron in the caudal tuberculum."	
<http://purl.obolibrary.org/obo/ZP_0014368>	"Abnormal(ly) poorly differentiated (of) endocardium."	
<http://purl.obolibrary.org/obo/ZP_0144926>	"Any structural anomaly that causes chondrocranium to be shortened shaped."	
<http://purl.obolibrary.org/obo/CHEBI_33552>		
<http://purl.obolibrary.org/obo/ZP_0131273>	"The presence of a reduced number of thrombocyte in the post-vent region."	
<http://purl.obolibrary.org/obo/ZP_0103953>	"Abnormal(ly) decreased occurrence (of) bile acid secretion."	
<http://purl.obolibrary.org/obo/ZP_0146223>	"Abnormal(ly) normal frequency (of) retina of mitotic cell cycle process."	
<http://purl.obolibrary.org/obo/ZP_0021393>	"The presence of an increased number of hematopoietic stem cell in the intermediate cell mass of mesoderm."	
<http://purl.obolibrary.org/obo/ZP_0140446>	"Absence of the vein in the regenerating fin."	
<http://purl.obolibrary.org/obo/ZP_0100794>	"Abnormal(ly) increased amount (of) muscle of lipid."	
<http://purl.obolibrary.org/obo/ZP_0138454>	"Abnormal(ly) increased amount (of) neurohypophysis of synapse."	
<http://purl.obolibrary.org/obo/ZP_0013067>	"Abnormal(ly) present (of) anal fin of melanophore stripe."	
<http://purl.obolibrary.org/obo/ZP_0147804>	"Abnormal(ly) increased rate of occurrence (of) liver of apoptotic process."	
<http://purl.obolibrary.org/obo/ZP_0152902>	"Abnormal(ly) decreased amount (of) brain vasculature of nucleate erythrocyte."	
<http://purl.obolibrary.org/obo/GO_0030862>		
<http://purl.obolibrary.org/obo/ZP_0010611>	"Abnormal(ly) increased variability of size (of) palatoquadrate cartilage."	
<http://purl.obolibrary.org/obo/ZP_0015265>	"Any unspecified morphological anomaly of the neuromast mantle cell, such as, for example, abnormal shape or colour."	
<http://purl.obolibrary.org/obo/ZP_0020582>	"Abnormal(ly) disrupted (of) ocular blood vessel of blood vessel lumenization."	
<http://purl.obolibrary.org/obo/ZP_0022836>	"Abnormal(ly) fertility (of) male organism."	
<http://purl.obolibrary.org/obo/ZFA_0000630>		
<http://purl.obolibrary.org/obo/ZP_0138401>	"Abnormal(ly) decreased occurrence (of) macrophage of phagocytosis."	
<http://purl.obolibrary.org/obo/ZP_0152860>	"Abnormal(ly) decreased height (of) vertebra."	
<http://purl.obolibrary.org/obo/ZP_0151599>	"Abnormal(ly) increased occurrence (of) neutrophil mediated immunity."	
<http://purl.obolibrary.org/obo/ZP_0100589>	"Abnormal(ly) pleomorphic (of) intestinal epithelial cell of nucleus."	
<http://purl.obolibrary.org/obo/ZP_0022831>		
<http://purl.obolibrary.org/obo/ZP_0003232>	"Abnormal accumulation of fluid in pericardial cavity."	
<http://purl.obolibrary.org/obo/ZP_0004404>	"Abnormal(ly) decreased length (of) pharyngeal arch 2."	
<http://purl.obolibrary.org/obo/ZP_0146936>	"Abnormal(ly) decreased size (of) vertebra 2 of parapophysis 2."	
<http://purl.obolibrary.org/obo/ZP_0109787>	"Abnormal(ly) quality (of) supraneural 5."	
<http://purl.obolibrary.org/obo/ZP_0145733>	"Decreased qualitatively mitochondrial respiratory chain complex IV assembly."	
<http://purl.obolibrary.org/obo/ZP_0144774>	"Abnormal(ly) decreased process quality (of) whole organism of heparan sulfate proteoglycan catabolic process."	
<http://purl.obolibrary.org/obo/ZP_0153423>	"Abnormal(ly) spatial pattern (of) spinal cord of synapse."	
<http://purl.obolibrary.org/obo/ZP_0104137>	"Abnormal(ly) increased amount (of) hindbrain of anterior margin."	
<http://purl.obolibrary.org/obo/ZP_0008521>	"Abnormal(ly) immature (of) lens epithelium of epithelial cell."	
<http://purl.obolibrary.org/obo/ZP_0151461>	"Abnormal(ly) disrupted (of) whole organism of cell division."	
<http://purl.obolibrary.org/obo/ZP_0155969>	"Abnormal(ly) decreased efficacy (of) regenerating tissue of serotonergic neuron axon guidance."	
<http://purl.obolibrary.org/obo/ZP_0150206>	"Abnormal(ly) increased size (of) ethmoid cartilage."	
<http://purl.obolibrary.org/obo/ZP_0008878>	"Abnormal(ly) decreased amount (of) primordial germ cell of P granule."	
<http://purl.obolibrary.org/obo/ZP_0137906>	"Abnormal short-term memory."	
<http://purl.obolibrary.org/obo/ZP_0007027>	"Abnormal(ly) process quality (of) heart jogging."	
<http://purl.obolibrary.org/obo/ZP_0148467>	"Abnormal(ly) decreased amount (of) whole organism of phosphatidylserine 34:0(1-)."	
<http://purl.obolibrary.org/obo/ZP_0018885>	"Abnormal(ly) decreased amount (of) liver of homocysteine."	
<http://purl.obolibrary.org/obo/ZP_0021899>		
<http://purl.obolibrary.org/obo/GO_0071331>		
<http://purl.obolibrary.org/obo/GO_0030861>		
<http://purl.obolibrary.org/obo/ZP_0152313>	"Abnormal(ly) increased amount (of) brain of monoacylglycerol."	
<http://purl.obolibrary.org/obo/GO_1904451>		
<http://purl.obolibrary.org/obo/ZP_0000082>	"Abnormal(ly) split (of) olfactory epithelium."	
<http://purl.obolibrary.org/obo/ZP_0131006>	"Increased width of dorsal funiculus."	
<http://purl.obolibrary.org/obo/ZP_0100581>	"A decreased occurrence of intestinal lipid absorption."	
